lat_values,lng_values,city,country,Temp,Humidity,Cloudiness,Wind Speed,Lat,Longitude
9.684968018841772,103.43325349161256,kampot,kh,73.21,97,0,4.09,10.62,104.18
53.34430729259461,8.039704783092759,zetel,de,50.65,87,75,14.99,53.4,7.96
-13.306262149178764,39.17970367533073,montepuez,mz,70.28,87,0,8.57,-13.13,39
-9.700711316632834,-40.45793526548181,juazeiro,br,86,42,0,9.17,-9.41,-40.5
-10.548082035113325,-79.27479459403872,huarmey,pe,65.74,68,88,4.03,-10.07,-78.15
0.35973294616731266,-8.39900359480319,harper,lr,79.33,100,92,7.61,4.38,-7.72
68.17464448914177,-48.12394334086133,qasigiannguit,gl,26.6,68,20,9.17,68.82,-51.19
37.54211521194176,70.66432882222259,jurm,af,21.01,58,8,1.3,36.86,70.83
21.20870870557154,23.92165067089732,faya,td,73.57,25,0,19.35,17.93,19.1
53.72210116046921,-166.46994544298647,bethel,us,51.89,81,1,4.99,41.37,-73.41
41.27395927418104,-63.33606219224265,liverpool,ca,54.04,100,0,14.61,44.03,-64.72
26.910384739403852,25.94196923230689,marsa matruh,eg,64.4,68,0,5.82,31.35,27.25
64.19074434703808,-143.77297406864753,fairbanks,us,35.6,80,90,5.82,64.84,-147.72
-17.763916966063377,15.079341299882373,ongandjera,na,68.84,30,0,11.25,-17.88,15.07
8.273802700608769,-41.573547017939035,carutapera,br,80.32,83,48,10.92,-1.2,-46.02
58.52864547266827,-37.6895825811641,tasiilaq,gl,50,25,0,14.99,65.61,-37.64
31.483523796368175,-79.91271005054585,hilton head island,us,59.45,82,1,6.89,32.22,-80.75
30.13991313835851,118.77849171284754,tunxi,cn,52.15,85,8,2.46,29.79,118.22
84.55476091168089,164.4243167444315,pevek,ru,8.32,100,56,9.35,69.7,170.31
-6.700333693492965,-30.820706918660278,cabedelo,br,75.2,94,75,10.29,-6.98,-34.83
48.15063033480743,97.73772359289103,kungurtug,ru,-6.9,73,0,3.53,50.6,97.52
-43.0350839797084,39.09406568648524,umzimvubu,za,37.16,94,0,1.52,-30.55,29.42
